"ID","age","value"
"1.24.1","Number of Exit Points","1"
"1.24.1","Number of Statements","3"
"1.24.1","Number of Structuring Levels","2"
"1.24.1","Number of Unconditional Jumps","0"
"1.24.1","Number of Go to Statements","0"
"1.24.1","Number of Decision Statements","2"
"1.24.1","Average Statement Size","2.66"
"1.24.1","Language Scope","0.88"
"1.24.1","Number of Function Parameters","1"
"1.24.1","Number of Calling Functions","0"
"1.24.1","Number of Called Functions","0"
"1.24.1","Cyclomatic Complexity","3"
"1.24.1","Number of Entry Points","1"
"1.25.1","Number of Distinct Operators","5"
"1.25.1","Number of Distinct Operands","0"
"1.25.1","Number of Operator Occurrences","1"
"1.25.1","Number of Operand Occurrences","0"
"1.25.1","Component Length","1"
"1.25.1","Component Volume","2.32"
"1.25.1","Vocabulary Size","5"
"1.25.1","Program Level","0"
"1.25.1","Program Differences","0"
"1.25.1","Effeciency","0"
"1.25.1","Program Time","0"
"1.25.1","Itergration","0"
"1.25.1","Bug","0"
"1.25.1","Number of Exit Points","1"
"1.25.1","Number of Statements","3"
"1.25.1","Number of Structuring Levels","1"
"1.25.1","Number of Unconditional Jumps","0"
"1.25.1","Number of Go to Statements","0"
"1.25.1","Number of Decision Statements","0"
"1.25.1","Average Statement Size","0.33"
"1.25.1","Language Scope","0.2"
"1.25.1","Number of Function Parameters","1"
"1.25.1","Number of Calling Functions","0"
"1.25.1","Number of Called Functions","0"
"1.25.1","Cyclomatic Complexity","1"
"1.25.1","Number of Entry Points","1"
"1.25.2","Number of Distinct Operators","5"
"1.25.2","Number of Distinct Operands","0"
"1.25.2","Number of Operator Occurrences","1"
"1.25.2","Number of Operand Occurrences","0"
"1.25.2","Component Length","1"
"1.25.2","Component Volume","2.32"
"1.25.2","Vocabulary Size","5"
"1.25.2","Program Level","0"
"1.25.2","Program Differences","0"
"1.25.2","Effeciency","0"
"1.25.2","Program Time","0"
"1.25.2","Itergration","0"
"1.25.2","Bug","0"
"1.25.2","Number of Exit Points","1"
"1.25.2","Number of Statements","3"
"1.25.2","Number of Structuring Levels","1"
"1.25.2","Number of Unconditional Jumps","0"
"1.25.2","Number of Go to Statements","0"
"1.25.2","Number of Decision Statements","0"
"1.25.2","Average Statement Size","0.33"
"1.25.2","Language Scope","0.2"
"1.25.2","Number of Function Parameters","1"
"1.25.2","Number of Calling Functions","0"
"1.25.2","Number of Called Functions","0"
"1.25.2","Cyclomatic Complexity","1"
"1.25.2","Number of Entry Points","1"
"1.26.1","Number of Distinct Operators","3"
"1.26.1","Number of Distinct Operands","2"
"1.26.1","Number of Operator Occurrences","5"
"1.26.1","Number of Operand Occurrences","2"
"1.26.1","Component Length","7"
"1.26.1","Component Volume","16.25"
"1.26.1","Vocabulary Size","5"
"1.26.1","Program Level","0.66"
"1.26.1","Program Differences","1.5"
"1.26.1","Effeciency","24.38"
"1.26.1","Program Time","1.35"
"1.26.1","Itergration","10.83"
"1.26.1","Bug","0"
"1.26.1","Number of Exit Points","1"
"1.26.1","Number of Statements","2"
"1.26.1","Number of Structuring Levels","1"
"1.26.1","Number of Unconditional Jumps","0"
"1.26.1","Number of Go to Statements","0"
"1.26.1","Number of Decision Statements","0"
"1.26.1","Average Statement Size","3.5"
"1.26.1","Language Scope","1.4"
"1.26.1","Number of Function Parameters","1"
"1.26.1","Number of Calling Functions","0"
"1.26.1","Number of Called Functions","0"
"1.26.1","Cyclomatic Complexity","1"
"1.26.1","Number of Entry Points","1"
"1.27.1","Number of Distinct Operators","3"
"1.27.1","Number of Distinct Operands","0"
"1.27.1","Number of Operator Occurrences","3"
"1.27.1","Number of Operand Occurrences","1"
"1.27.1","Component Length","4"
"1.27.1","Component Volume","6.33"
"1.27.1","Vocabulary Size","3"
"1.27.1","Program Level","0"
"1.27.1","Program Differences","0"
"1.27.1","Effeciency","0"
"1.27.1","Program Time","0"
"1.27.1","Itergration","0"
"1.27.1","Bug","0"
"1.27.1","Number of Exit Points","1"
"1.27.1","Number of Statements","1"
"1.27.1","Number of Structuring Levels","1"
"1.27.1","Number of Unconditional Jumps","0"
"1.27.1","Number of Go to Statements","0"
"1.27.1","Number of Decision Statements","0"
"1.27.1","Average Statement Size","4"
"1.27.1","Language Scope","1.33"
"1.27.1","Number of Function Parameters","0"
"1.27.1","Number of Calling Functions","0"
"1.27.1","Number of Called Functions","0"
"1.27.1","Cyclomatic Complexity","1"
"1.27.1","Number of Entry Points","1"
"1.27.2","Number of Distinct Operators","3"
"1.27.2","Number of Distinct Operands","0"
"1.27.2","Number of Operator Occurrences","3"
"1.27.2","Number of Operand Occurrences","1"
"1.27.2","Component Length","4"
"1.27.2","Component Volume","6.33"
"1.27.2","Vocabulary Size","3"
"1.27.2","Program Level","0"
"1.27.2","Program Differences","0"
"1.27.2","Effeciency","0"
"1.27.2","Program Time","0"
"1.27.2","Itergration","0"
"1.27.2","Bug","0"
"1.27.2","Number of Exit Points","1"
"1.27.2","Number of Statements","1"
"1.27.2","Number of Structuring Levels","1"
"1.27.2","Number of Unconditional Jumps","0"
"1.27.2","Number of Go to Statements","0"
"1.27.2","Number of Decision Statements","0"
"1.27.2","Average Statement Size","4"
"1.27.2","Language Scope","1.33"
"1.27.2","Number of Function Parameters","0"
"1.27.2","Number of Calling Functions","0"
"1.27.2","Number of Called Functions","0"
"1.27.2","Cyclomatic Complexity","1"
"1.27.2","Number of Entry Points","1"
"1.27.3","Number of Distinct Operators","5"
"1.27.3","Number of Distinct Operands","1"
"1.27.3","Number of Operator Occurrences","6"
"1.27.3","Number of Operand Occurrences","2"
"1.27.3","Component Length","8"
"1.27.3","Component Volume","20.67"
"1.27.3","Vocabulary Size","6"
"1.27.3","Program Level","0.2"
"1.27.3","Program Differences","5"
"1.27.3","Effeciency","103.39"
"1.27.3","Program Time","5.74"
"1.27.3","Itergration","4.13"
"1.27.3","Bug","0"
"1.27.3","Number of Exit Points","1"
"1.27.3","Number of Statements","2"
"1.27.3","Number of Structuring Levels","2"
"1.27.3","Number of Unconditional Jumps","0"
"1.27.3","Number of Go to Statements","0"
"1.27.3","Number of Decision Statements","2"
"1.27.3","Average Statement Size","4"
"1.27.3","Language Scope","1.33"
"1.27.3","Number of Function Parameters","0"
"1.27.3","Number of Calling Functions","0"
"1.27.3","Number of Called Functions","0"
"1.27.3","Cyclomatic Complexity","3"
"1.27.3","Number of Entry Points","1"
"1.27.4","Number of Distinct Operators","8"
"1.27.4","Number of Distinct Operands","4"
"1.27.4","Number of Operator Occurrences","7"
"1.27.4","Number of Operand Occurrences","3"
"1.27.4","Component Length","10"
"1.27.4","Component Volume","35.84"
"1.27.4","Vocabulary Size","12"
"1.27.4","Program Level","0.33"
"1.27.4","Program Differences","3"
"1.27.4","Effeciency","107.54"
"1.27.4","Program Time","5.97"
"1.27.4","Itergration","11.94"
"1.27.4","Bug","0.01"
"1.27.4","Number of Exit Points","1"
"1.27.4","Number of Statements","3"
"1.27.4","Number of Structuring Levels","1"
"1.27.4","Number of Unconditional Jumps","0"
"1.27.4","Number of Go to Statements","0"
"1.27.4","Number of Decision Statements","0"
"1.27.4","Average Statement Size","3.33"
"1.27.4","Language Scope","0.83"
"1.27.4","Number of Function Parameters","1"
"1.27.4","Number of Calling Functions","0"
"1.27.4","Number of Called Functions","0"
"1.27.4","Cyclomatic Complexity","1"
"1.27.4","Number of Entry Points","1"
"1.28.1","Number of Distinct Operators","5"
"1.28.1","Number of Distinct Operands","2"
"1.28.1","Number of Operator Occurrences","3"
"1.28.1","Number of Operand Occurrences","2"
"1.28.1","Component Length","5"
"1.28.1","Component Volume","14.03"
"1.28.1","Vocabulary Size","7"
"1.28.1","Program Level","0.4"
"1.28.1","Program Differences","2.5"
"1.28.1","Effeciency","35.09"
"1.28.1","Program Time","1.94"
"1.28.1","Itergration","5.61"
"1.28.1","Bug","0"
"1.28.1","Number of Exit Points","1"
"1.28.1","Number of Statements","2"
"1.28.1","Number of Structuring Levels","1"
"1.28.1","Number of Unconditional Jumps","0"
"1.28.1","Number of Go to Statements","0"
"1.28.1","Number of Decision Statements","0"
"1.28.1","Average Statement Size","2.5"
"1.28.1","Language Scope","0.71"
"1.28.1","Number of Function Parameters","1"
"1.28.1","Number of Calling Functions","0"
"1.28.1","Number of Called Functions","0"
"1.28.1","Cyclomatic Complexity","1"
"1.28.1","Number of Entry Points","1"
"1.29.1","Number of Distinct Operators","1"
"1.29.1","Number of Distinct Operands","0"
"1.29.1","Number of Operator Occurrences","1"
"1.29.1","Number of Operand Occurrences","0"
"1.29.1","Component Length","1"
"1.29.1","Component Volume","0"
"1.29.1","Vocabulary Size","1"
"1.29.1","Program Level","0"
"1.29.1","Program Differences","0"
"1.29.1","Effeciency","0"
"1.29.1","Program Time","0"
"1.29.1","Itergration","0"
"1.29.1","Bug","0"
"1.29.1","Number of Exit Points","1"
"1.29.1","Number of Statements","1"
"1.29.1","Number of Structuring Levels","1"
"1.29.1","Number of Unconditional Jumps","0"
"1.29.1","Number of Go to Statements","0"
"1.29.1","Number of Decision Statements","0"
"1.29.1","Average Statement Size","1"
"1.29.1","Language Scope","1"
"1.29.1","Number of Function Parameters","0"
"1.29.1","Number of Calling Functions","0"
"1.29.1","Number of Called Functions","0"
"1.29.1","Cyclomatic Complexity","1"
"1.29.1","Number of Entry Points","1"
"1.30.1","Number of Distinct Operators","5"
"1.30.1","Number of Distinct Operands","2"
"1.30.1","Number of Operator Occurrences","2"
"1.30.1","Number of Operand Occurrences","1"
"1.30.1","Component Length","3"
"1.30.1","Component Volume","8.42"
"1.30.1","Vocabulary Size","7"
"1.30.1","Program Level","0.8"
"1.30.1","Program Differences","1.25"
"1.30.1","Effeciency","10.52"
"1.30.1","Program Time","0.58"
"1.30.1","Itergration","6.73"
"1.30.1","Bug","0"
"1.30.1","Number of Exit Points","1"
"1.30.1","Number of Statements","2"
"1.30.1","Number of Structuring Levels","1"
"1.30.1","Number of Unconditional Jumps","0"
"1.30.1","Number of Go to Statements","0"
"1.30.1","Number of Decision Statements","0"
"1.30.1","Average Statement Size","1.5"
"1.30.1","Language Scope","0.42"
"1.30.1","Number of Function Parameters","0"
"1.30.1","Number of Calling Functions","0"
"1.30.1","Number of Called Functions","0"
"1.30.1","Cyclomatic Complexity","1"
"1.30.1","Number of Entry Points","1"
"1.31.1","Number of Distinct Operators","13"
"1.31.1","Number of Distinct Operands","8"
"1.31.1","Number of Operator Occurrences","15"
"1.31.1","Number of Operand Occurrences","9"
"1.31.1","Component Length","24"
"1.31.1","Component Volume","105.41"
"1.31.1","Vocabulary Size","21"
"1.31.1","Program Level","0.13"
"1.31.1","Program Differences","7.31"
"1.31.1","Effeciency","770.85"
"1.31.1","Program Time","42.82"
"1.31.1","Itergration","14.41"
"1.31.1","Bug","0.03"
"1.31.1","Number of Exit Points","1"
"1.31.1","Number of Statements","5"
"1.31.1","Number of Structuring Levels","2"
"1.31.1","Number of Unconditional Jumps","0"
"1.31.1","Number of Go to Statements","0"
"1.31.1","Number of Decision Statements","1"
"1.31.1","Average Statement Size","4.8"
"1.31.1","Language Scope","1.14"
"1.31.1","Number of Function Parameters","0"
"1.31.1","Number of Calling Functions","0"
"1.31.1","Number of Called Functions","0"
"1.31.1","Cyclomatic Complexity","2"
"1.31.1","Number of Entry Points","1"
"1.32.1","Number of Distinct Operators","1"
"1.32.1","Number of Distinct Operands","0"
"1.32.1","Number of Operator Occurrences","1"
"1.32.1","Number of Operand Occurrences","0"
"1.32.1","Component Length","1"
"1.32.1","Component Volume","0"
"1.32.1","Vocabulary Size","1"
"1.32.1","Program Level","0"
"1.32.1","Program Differences","0"
"1.32.1","Effeciency","0"
"1.32.1","Program Time","0"
"1.32.1","Itergration","0"
"1.32.1","Bug","0"
"1.32.1","Number of Exit Points","1"
"1.32.1","Number of Statements","1"
"1.32.1","Number of Structuring Levels","1"
"1.32.1","Number of Unconditional Jumps","0"
"1.32.1","Number of Go to Statements","0"
"1.32.1","Number of Decision Statements","0"
"1.32.1","Average Statement Size","1"
"1.32.1","Language Scope","1"
"1.32.1","Number of Function Parameters","3"
"1.32.1","Number of Calling Functions","0"
"1.32.1","Number of Called Functions","0"
"1.32.1","Cyclomatic Complexity","1"
"1.32.1","Number of Entry Points","1"
"1.32.2","Number of Distinct Operators","4"
"1.32.2","Number of Distinct Operands","1"
"1.32.2","Number of Operator Occurrences","4"
"1.32.2","Number of Operand Occurrences","1"
"1.32.2","Component Length","5"
"1.32.2","Component Volume","11.6"
"1.32.2","Vocabulary Size","5"
"1.32.2","Program Level","0.5"
"1.32.2","Program Differences","2"
"1.32.2","Effeciency","23.21"
"1.32.2","Program Time","1.28"
"1.32.2","Itergration","5.8"
"1.32.2","Bug","0"
"1.32.2","Number of Exit Points","1"
"1.32.2","Number of Statements","1"
"1.32.2","Number of Structuring Levels","1"
"1.32.2","Number of Unconditional Jumps","0"
"1.32.2","Number of Go to Statements","0"
"1.32.2","Number of Decision Statements","0"
"1.32.2","Average Statement Size","5"
"1.32.2","Language Scope","1"
"1.32.2","Number of Function Parameters","11"
"1.32.2","Number of Calling Functions","0"
"1.32.2","Number of Called Functions","0"
"1.32.2","Cyclomatic Complexity","1"
"1.32.2","Number of Entry Points","1"
"1.32.3","Number of Distinct Operators","4"
"1.32.3","Number of Distinct Operands","1"
"1.32.3","Number of Operator Occurrences","3"
"1.32.3","Number of Operand Occurrences","1"
"1.32.3","Component Length","4"
"1.32.3","Component Volume","9.28"
"1.32.3","Vocabulary Size","5"
"1.32.3","Program Level","0.5"
"1.32.3","Program Differences","2"
"1.32.3","Effeciency","18.57"
"1.32.3","Program Time","1.03"
"1.32.3","Itergration","4.64"
"1.32.3","Bug","0"
"1.32.3","Number of Exit Points","1"
"1.32.3","Number of Statements","1"
"1.32.3","Number of Structuring Levels","1"
"1.32.3","Number of Unconditional Jumps","0"
"1.32.3","Number of Go to Statements","0"
"1.32.3","Number of Decision Statements","0"
"1.32.3","Average Statement Size","4"
"1.32.3","Language Scope","0.8"
"1.32.3","Number of Function Parameters","3"
"1.32.3","Number of Calling Functions","0"
"1.32.3","Number of Called Functions","0"
"1.32.3","Cyclomatic Complexity","1"
"1.32.3","Number of Entry Points","1"
"1.32.4","Number of Distinct Operators","4"
"1.32.4","Number of Distinct Operands","1"
"1.32.4","Number of Operator Occurrences","3"
"1.32.4","Number of Operand Occurrences","1"
"1.32.4","Component Length","4"
"1.32.4","Component Volume","9.28"
"1.32.4","Vocabulary Size","5"
"1.32.4","Program Level","0.5"
"1.32.4","Program Differences","2"
"1.32.4","Effeciency","18.57"
"1.32.4","Program Time","1.03"
"1.32.4","Itergration","4.64"
"1.32.4","Bug","0"
"1.32.4","Number of Exit Points","1"
"1.32.4","Number of Statements","1"
"1.32.4","Number of Structuring Levels","1"
"1.32.4","Number of Unconditional Jumps","0"
"1.32.4","Number of Go to Statements","0"
"1.32.4","Number of Decision Statements","0"
"1.32.4","Average Statement Size","4"
"1.32.4","Language Scope","0.8"
"1.32.4","Number of Function Parameters","2"
"1.32.4","Number of Calling Functions","0"
"1.32.4","Number of Called Functions","0"
"1.32.4","Cyclomatic Complexity","1"
"1.32.4","Number of Entry Points","1"
"1.32.5","Number of Distinct Operators","1"
"1.32.5","Number of Distinct Operands","0"
"1.32.5","Number of Operator Occurrences","1"
"1.32.5","Number of Operand Occurrences","0"
"1.32.5","Component Length","1"
"1.32.5","Component Volume","0"
"1.32.5","Vocabulary Size","1"
"1.32.5","Program Level","0"
"1.32.5","Program Differences","0"
"1.32.5","Effeciency","0"
"1.32.5","Program Time","0"
"1.32.5","Itergration","0"
"1.32.5","Bug","0"
"1.32.5","Number of Exit Points","1"
"1.32.5","Number of Statements","1"
"1.32.5","Number of Structuring Levels","1"
"1.32.5","Number of Unconditional Jumps","0"
"1.32.5","Number of Go to Statements","0"
"1.32.5","Number of Decision Statements","0"
"1.32.5","Average Statement Size","1"
"1.32.5","Language Scope","1"
"1.32.5","Number of Function Parameters","1"
"1.32.5","Number of Calling Functions","0"
"1.32.5","Number of Called Functions","0"
"1.32.5","Cyclomatic Complexity","1"
"1.32.5","Number of Entry Points","1"
"1.32.6","Number of Distinct Operators","3"
"1.32.6","Number of Distinct Operands","1"
"1.32.6","Number of Operator Occurrences","3"
"1.32.6","Number of Operand Occurrences","1"
"1.32.6","Component Length","4"
"1.32.6","Component Volume","8"
"1.32.6","Vocabulary Size","4"
"1.32.6","Program Level","0.66"
"1.32.6","Program Differences","1.5"
"1.32.6","Effeciency","12"
"1.32.6","Program Time","0.66"
"1.32.6","Itergration","5.33"
"1.32.6","Bug","0"
"1.32.6","Number of Exit Points","1"
"1.32.6","Number of Statements","1"
"1.32.6","Number of Structuring Levels","1"
"1.32.6","Number of Unconditional Jumps","0"
"1.32.6","Number of Go to Statements","0"
"1.32.6","Number of Decision Statements","0"
"1.32.6","Average Statement Size","4"
"1.32.6","Language Scope","1"
"1.32.6","Number of Function Parameters","1"
"1.32.6","Number of Calling Functions","0"
"1.32.6","Number of Called Functions","0"
"1.32.6","Cyclomatic Complexity","1"
"1.32.6","Number of Entry Points","1"
"1.32.7","Number of Distinct Operators","4"
"1.32.7","Number of Distinct Operands","2"
"1.32.7","Number of Operator Occurrences","3"
"1.32.7","Number of Operand Occurrences","1"
"1.32.7","Component Length","4"
"1.32.7","Component Volume","10.33"
"1.32.7","Vocabulary Size","6"
"1.32.7","Program Level","1"
"1.32.7","Program Differences","1"
"1.32.7","Effeciency","10.33"
"1.32.7","Program Time","0.57"
"1.32.7","Itergration","10.33"
